Categoria,Medio,Fecha,Titulo,Resumen,ComentarioReaccion,TonoSentimiento
Generacion Z,El Financiero,2022-02-01,Opinión sobre la crisis generacional,No sé si la tecnología nos está liberando del esfu...,"No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",10
Generacion Z,Twitter,2022-11-28,Opinión sobre la crisis generacional,Muchos jóvenes tienen una sensación de vacío difíc...,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.",5
Generacion Z,YouTube,2024-02-12,Opinión sobre la crisis generacional,Muchos jóvenes tienen una sensación de vacío difíc...,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",10
Generacion Z,El Universal,2023-08-11,Opinión sobre la crisis generacional,La identidad en línea se construye y se desmonta c...,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",1
Generacion Z,Twitter,2023-12-07,Opinión sobre la crisis generacional,"Con tanta información, el desafío ya no es aprende...","Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",1
Generacion Z,Reforma,2023-01-17,Opinión sobre la crisis generacional,Los algoritmos parecen conocer mis gustos mejor qu...,"Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",1
Generacion Z,YouTube,2022-10-11,Opinión sobre la crisis generacional,A veces siento que la presión de mostrar una vida ...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.,10
Generacion Z,TikTok,2022-06-05,Opinión sobre la crisis generacional,El ruido constante de las redes sociales hace difí...,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones? Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,10
Generacion Z,YouTube,2024-04-15,Opinión sobre la crisis generacional,¿Seguimos siendo sujetos libres si los algoritmos ...,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,10
Generacion Z,El País,2022-05-29,Opinión sobre la crisis generacional,Antes los proyectos de vida eran a largo plazo; ho...,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok.,10
Generacion Z,TikTok,2022-04-26,Opinión sobre la crisis generacional,La IA puede predecir nuestras emociones con una pr...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?,5
Generacion Z,El Universal,2023-09-12,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,1
Generacion Z,Twitter,2022-12-04,Opinión sobre la crisis generacional,Los vínculos afectivos hoy son más frágiles que nu...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,10
Generacion Z,TikTok,2024-03-14,Opinión sobre la crisis generacional,Estamos tan acostumbrados a la recompensa instantá...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,10
Generacion Z,Twitter,2022-06-20,Opinión sobre la crisis generacional,La Generación Z enfrenta un dilema existencial: qu...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",1
Generacion Z,TikTok,2023-09-10,Opinión sobre la crisis generacional,La Generación Z enfrenta un dilema existencial: qu...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",1
Generacion Z,Twitter,2022-01-18,Opinión sobre la crisis generacional,Muchos jóvenes tienen una sensación de vacío difíc...,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",1
Generacion Z,TikTok,2022-05-22,Opinión sobre la crisis generacional,Los vínculos afectivos hoy son más frágiles que nu...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,10
Generacion Z,Twitter,2022-06-25,Opinión sobre la crisis generacional,La identidad en línea se construye y se desmonta c...,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",1
Generacion Z,TikTok,2022-05-03,Opinión sobre la crisis generacional,Cada vez que una app me recomienda qué ver o qué c...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",1
Generacion Z,Twitter,2023-10-23,Opinión sobre la crisis generacional,¿Seguimos siendo sujetos libres si los algoritmos ...,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,5
Generacion Z,TikTok,2024-04-28,Opinión sobre la crisis generacional,Todo se mueve tan rápido que incluso los recuerdos...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,5
Generacion Z,Twitter,2024-05-09,Opinión sobre la crisis generacional,Cada vez que una app me recomienda qué ver o qué c...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",10
Generacion Z,Twitter,2022-03-28,Opinión sobre la crisis generacional,"Muchos jóvenes sienten que el futuro es incierto, ...","Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",10
Generacion Z,TikTok,2022-01-27,Opinión sobre la crisis generacional,Todo se mueve tan rápido que incluso los recuerdos...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure. Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,5
Generacion Z,YouTube,2022-11-13,Opinión sobre la crisis generacional,La identidad en línea se construye y se desmonta c...,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",1
Generacion Z,Twitter,2022-01-16,Opinión sobre la crisis generacional,La IA puede predecir nuestras emociones con una pr...,"La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",1
Generacion Z,YouTube,2022-11-16,Opinión sobre la crisis generacional,La Generación Z enfrenta un dilema existencial: qu...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",5
Generacion Z,YouTube,2024-01-03,Opinión sobre la crisis generacional,El ruido constante de las redes sociales hace difí...,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,5
Generacion Z,Twitter,2022-09-26,Opinión sobre la crisis generacional,La IA puede predecir nuestras emociones con una pr...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad? Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,5
Generacion Z,TikTok,2022-01-26,Opinión sobre la crisis generacional,Muchos jóvenes tienen una sensación de vacío difíc...,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",5
Generacion Z,Twitter,2023-04-01,Opinión sobre la crisis generacional,La presión por ser productivo todo el tiempo está ...,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.,10
Generacion Z,TikTok,2024-02-25,Opinión sobre la crisis generacional,La presión por ser productivo todo el tiempo está ...,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,1
Generacion Z,El Financiero,2023-02-12,Opinión sobre la crisis generacional,Estamos tan acostumbrados a la recompensa instantá...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,10
Generacion Z,El Universal,2023-07-05,Opinión sobre la crisis generacional,No sé si la tecnología nos está liberando del esfu...,"No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",10
Generacion Z,YouTube,2022-06-28,Opinión sobre la crisis generacional,Muchos jóvenes tienen una sensación de vacío difíc...,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",5
Generacion Z,TikTok,2023-04-18,Opinión sobre la crisis generacional,"Muchos jóvenes sienten que el futuro es incierto, ...","Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",10
Generacion Z,Twitter,2023-06-28,Opinión sobre la crisis generacional,La IA puede predecir nuestras emociones con una pr...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?,5
Generacion Z,Twitter,2023-11-08,Opinión sobre la crisis generacional,A veces siento que la presión de mostrar una vida ...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.,10
